,fips,EP_Percent2020,MP_Percent2020,BP_Percent2020,Cath_Percent2020,Orth_Percent2020,Other_Percent2020,Islam_Percent2020,Jewish_Percent2020,Hindu_Percent2020,Budd_Percent2020,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters
0,01001,40.79,4.8,2.83,1.63,0.0,1.39,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
1,01003,29.04,8.11,1.32,13.58,0.06,1.55,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
2,01005,37.15,5.01,14.84,9.33,0.0,2.38,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
3,01007,44.01,0.7,4.11,0.0,0.0,0.02,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
4,01009,47.63,4.23,0.66,3.49,0.0,1.31,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
5,01011,19.81,1.84,21.96,1.01,0.0,2.63,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
6,01013,49.06,5.46,5.27,0.5,0.0,0.83,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
7,01015,56.62,4.46,6.29,2.87,0.06,1.22,0.32,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
8,01017,31.04,5.66,15.76,0.76,0.0,2.52,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
9,01019,42.24,5.95,1.08,0.1,0.0,0.89,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
10,01021,63.36,3.78,2.81,1.96,0.0,1.75,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
11,01023,41.97,5.99,10.61,0.51,0.0,2.41,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
12,01025,53.85,5.51,14.33,1.0,0.0,0.98,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
13,01027,53.72,5.26,7.67,1.22,0.0,0.79,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
14,01029,73.03,4.53,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
15,01031,54.78,4.98,3.57,4.53,0.0,1.48,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
16,01033,44.18,4.44,8.99,2.11,0.0,0.59,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
17,01035,31.6,4.95,5.79,0.0,0.0,1.14,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
18,01037,38.63,1.55,4.91,0.0,0.0,2.09,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
19,01039,49.07,5.32,1.25,0.98,0.0,1.22,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
20,01041,50.94,5.2,2.11,0.0,0.0,2.71,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
21,01043,54.36,2.96,0.74,3.61,0.0,0.95,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
22,01045,36.11,4.93,5.23,0.69,0.0,2.29,1.1,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
23,01047,35.47,3.1,12.27,1.23,0.0,2.08,0.96,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
24,01049,48.43,4.49,0.63,8.08,0.0,1.58,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
25,01051,35.12,5.53,2.37,1.29,0.0,1.87,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
26,01053,53.94,3.98,3.21,0.86,0.0,3.53,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
27,01055,64.52,4.07,5.41,4.85,0.0,1.85,0.36,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
28,01057,50.83,5.32,3.04,0.46,0.0,0.69,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
29,01059,47.49,3.95,2.45,6.32,0.0,2.31,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
30,01061,48.98,4.73,1.13,0.23,0.0,2.58,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
31,01063,9.17,3.93,10.5,3.71,0.0,0.3,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
32,01065,28.31,5.53,18.18,0.93,0.0,0.99,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
33,01067,44.75,6.51,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
34,01069,59.48,10.41,5.49,4.05,0.05,2.74,0.35,0.0,1.61,0.0,EP,EP-High,EP-High,EP-High,EP-High
35,01071,41.36,3.2,3.52,4.45,0.0,1.34,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
36,01073,46.01,8.93,15.11,6.03,0.24,1.37,1.33,0.45,0.39,0.09,EP,EP-High,EP-High,EP-High,EP-Less
37,01075,58.27,4.85,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
38,01077,53.1,6.57,3.82,1.57,0.0,1.14,0.06,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
39,01079,59.54,2.63,6.89,0.53,0.0,0.01,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
40,01081,17.89,7.27,4.98,3.76,0.0,1.59,0.3,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
41,01083,34.62,4.72,4.29,2.52,0.0,1.95,0.0,0.0,4.18,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
42,01085,19.92,7.34,23.24,0.0,0.0,1.19,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
43,01087,16.1,11.2,29.22,0.44,0.0,1.21,1.45,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
44,01089,35.67,9.19,6.68,8.84,0.08,2.14,1.01,0.14,0.0,0.13,EP,EP-Less,EP-Less,EP-Less,EP-Least
45,01091,64.51,8.91,7.71,2.08,0.0,3.94,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
46,01093,49.55,3.21,0.52,1.91,0.0,0.79,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
47,01095,47.96,6.42,0.88,8.1,0.0,1.28,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
48,01097,41.74,5.86,12.01,10.67,0.1,1.18,0.78,0.13,0.0,0.52,EP,EP-Less,EP-Less,EP-Less,EP-Less
49,01099,42.84,5.51,14.63,0.73,0.0,1.97,0.0,0.0,0.0,0.0,EP,EP-High,EP-Less,EP-Less,EP-Less
50,01101,34.86,11.01,19.45,4.74,0.06,1.73,0.92,0.33,0.0,0.69,EP,EP-Less,EP-Less,EP-Less,EP-Least
51,01103,52.78,5.63,3.23,5.74,0.0,1.29,0.3,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
52,01105,31.22,11.9,11.75,0.0,0.0,0.04,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
53,01107,48.59,6.07,12.46,0.56,0.0,0.02,1.93,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
54,01109,31.32,7.24,7.73,0.98,0.0,1.58,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
55,01111,37.53,7.26,3.55,0.5,0.0,0.75,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
56,01113,39.51,3.53,14.65,1.53,0.0,1.82,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
57,01115,44.8,2.6,2.47,1.77,0.0,0.42,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
58,01117,30.2,6.48,1.9,3.47,0.0,1.3,0.58,0.0,0.13,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
59,01119,25.16,4.8,9.07,0.41,0.0,1.13,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
60,01121,41.77,4.28,7.99,1.07,0.0,1.32,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
61,01123,53.26,9.32,6.5,2.06,0.0,1.97,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
62,01125,34.35,4.44,6.01,2.87,0.0,1.3,0.16,0.08,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
63,01127,56.31,3.33,3.05,2.54,0.0,1.41,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
64,01129,55.19,3.8,6.45,0.09,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
65,01131,30.63,6.25,12.89,0.08,0.0,3.29,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
66,01133,52.1,3.72,0.51,0.92,0.0,0.99,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
67,02013,33.19,0.0,0.0,0.0,8.48,0.0,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
68,02016,7.07,0.67,0.0,3.06,8.03,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
69,02020,19.61,2.76,1.08,5.75,0.63,5.59,0.14,0.16,0.16,1.75,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
70,02050,2.16,0.0,0.8,14.95,19.36,1.39,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
71,02060,20.14,0.0,0.0,1.78,4.74,0.0,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,Pluralistic,Pluralistic,Pluralistic
72,02063,15.98,4.91,0.0,4.7,1.37,9.26,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
73,02066,23.88,0.0,0.0,1.11,0.0,8.1,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
74,02068,20.26,0.0,0.0,4.45,0.0,13.09,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,Pluralistic,Pluralistic,Pluralistic
75,02070,8.28,1.05,0.0,1.75,24.4,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
76,02090,17.27,2.98,2.1,2.4,0.07,5.29,0.0,0.0,0.0,0.1,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
77,02100,11.11,2.45,0.0,3.46,0.0,13.75,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
78,02105,8.16,0.0,0.0,1.06,1.06,8.960000000000003,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
79,02110,11.35,2.8,0.0,11.93,0.09,6.23,0.0,0.0,0.0,0.25,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
80,02122,33.41,2.27,0.0,2.26,0.73,4.3,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
81,02130,14.89,3.0,0.0,9.32,0.0,4.22,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
82,02150,15.1,1.47,0.0,7.63,6.53,2.34,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
83,02158,2.75,0.0,0.0,53.01,11.75,0.0,0.0,0.0,0.0,0.0,Catholic,Catholic,Catholic,Cath,Cath-High
84,02164,0.0,0.0,0.0,0.0,44.92,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
85,02170,18.13,1.3,0.28,2.54,0.13,8.17,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
86,02180,6.23,20.14,0.0,4.98,0.72,2.11,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath",Pluralistic,Pluralistic
87,02185,3.1,8.25,0.0,1.27,0.0,1.92,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
88,02188,7.58,5.72,0.0,2.18,0.0,2.72,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
89,02195,9.56,15.66,0.0,2.94,0.0,6.68,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
90,02198,15.85,1.1,0.0,2.21,0.0,12.38,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
91,02201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
92,02220,9.65,5.13,0.0,7.09,1.77,4.02,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
93,02230,1.21,0.0,0.0,3.87,0.0,17.1,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
94,02231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
95,02232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
96,02240,18.35,1.97,0.0,4.05,0.0,8.73,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
97,02261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
98,02270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
99,02275,15.56,4.61,0.0,3.53,0.0,13.16,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
100,02280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
101,02282,9.52,1.66,0.0,18.13,0.0,32.02,0.0,0.0,0.0,0.0,Other-LDS,Pluralistic,Other-LDS,Cath-Less,Cath-Less
102,02290,8.52,37.39,1.87,15.91,1.91,3.97,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
103,04001,5.39,0.67,0.23,17.46,0.0,14.75,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
104,04003,12.6,1.84,1.25,18.98,0.16,10.51,0.0,0.06,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
105,04005,7.12,1.6,0.11,11.94,0.14,10.36,0.68,0.09,0.0,0.4,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
106,04007,12.56,1.58,0.0,9.05,0.0,9.87,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
107,04009,8.13,0.83,0.0,5.25,0.0,31.47,0.0,0.0,0.0,0.0,Other-LDS,Other-LDS,Other-LDS,Other-LDS,Other-LDS
108,04011,13.35,0.12,0.0,8.56,0.0,7.02,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
109,04012,10.5,0.99,0.72,11.39,0.0,7.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
110,04013,11.47,1.54,0.36,23.06,0.41,7.35,2.05,0.28,0.52,0.2,Catholic,Catholic,Pluralistic,Cath-Less,Cath-Less
111,04015,8.83,1.27,0.06,9.83,0.04,4.67,0.93,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
112,04017,8.61,1.0,0.16,6.79,0.0,28.56,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
113,04019,10.43,2.38,0.62,18.9,0.18,4.19,1.01,0.4,0.45,0.29,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
114,04021,5.96,2.04,0.15,21.65,0.0,9.43,0.81,0.0,0.0,0.07,Catholic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
115,04023,5.5,0.84,0.0,78.73,0.0,3.16,0.0,0.0,0.0,0.0,Catholic,Catholic,Catholic,Cath,Cath-High
116,04025,12.2,1.41,0.02,18.19,0.06,6.5,0.42,0.14,0.36,2.26,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
117,04027,7.72,0.65,0.15,20.9,0.03,5.08,0.48,0.03,0.0,0.0,Catholic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
118,05001,50.88,10.81,3.35,1.46,0.0,0.9,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
119,05003,63.19,4.87,18.34,0.34,0.0,0.74,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
120,05005,38.55,3.62,0.0,4.5,0.12,2.14,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
121,05007,28.82,3.81,0.89,10.6,0.03,4.2,0.2,0.0,0.25,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
122,05009,55.25,5.16,1.39,2.16,0.0,1.77,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
123,05011,45.54,7.75,18.64,3.22,0.0,2.16,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
124,05013,60.79,3.92,18.99,0.0,0.0,7.47,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
125,05015,34.44,3.56,0.27,3.53,0.0,2.03,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
126,05017,39.15,3.53,8.6,3.12,0.0,1.28,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
127,05019,59.87,6.06,8.11,1.17,0.0,3.56,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
128,05021,43.84,4.69,0.52,1.25,0.0,1.65,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
129,05023,52.18,6.89,0.91,1.55,0.0,1.87,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
130,05025,39.31,6.53,18.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
131,05027,47.67,6.52,25.67,1.32,0.0,1.56,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
132,05029,27.19,3.55,10.37,8.37,0.0,1.78,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
133,05031,45.49,5.08,4.48,3.53,0.04,1.51,0.29,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
134,05033,41.32,4.23,1.26,3.46,0.0,2.49,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
135,05035,38.1,4.67,20.46,0.87,0.0,1.77,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
136,05037,41.4,6.88,7.97,1.78,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
137,05039,38.65,7.61,18.51,0.39,0.0,1.94,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
138,05041,44.2,6.99,13.37,0.98,0.0,1.12,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
139,05043,51.23,9.16,15.67,2.06,0.0,2.24,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
140,05045,32.67,4.98,11.11,4.53,0.0,1.4,0.46,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
141,05047,33.31,7.59,0.0,5.16,0.0,1.34,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
142,05049,38.62,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
143,05051,32.53,8.01,2.66,5.22,0.08,2.43,0.0,0.14,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
144,05053,28.23,4.47,16.07,0.45,0.0,0.92,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
145,05055,40.28,4.74,0.0,0.55,0.0,1.17,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
146,05057,31.23,5.17,20.53,2.42,0.0,3.83,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
147,05059,34.18,4.25,11.23,0.38,0.0,0.56,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
148,05061,45.51,4.42,8.85,2.11,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
149,05063,60.15,7.02,1.44,2.04,0.0,2.46,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
150,05065,45.07,2.18,0.74,0.58,0.0,0.93,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
151,05067,42.92,4.81,4.13,0.3,0.0,0.82,0.0,0.0,0.0,0.0,EP,EP-High,EP-Less,EP-Less,EP-Less
152,05069,41.52,4.52,21.46,0.43,0.0,1.34,0.25,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
153,05071,40.3,3.53,0.58,3.93,0.0,0.87,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
154,05073,31.85,7.42,15.69,0.0,0.0,0.02,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
155,05075,42.33,4.35,8.41,0.31,0.0,0.72,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
156,05077,60.3,4.34,10.93,0.23,0.0,0.01,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
157,05079,32.44,2.69,4.82,0.15,0.0,0.02,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
158,05081,51.78,6.17,6.74,0.86,0.0,1.46,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
159,05083,57.82,3.15,2.22,7.26,0.0,0.03,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
160,05085,30.65,4.39,4.34,0.35,0.0,1.79,0.0,0.0,0.0,0.38,EP,EP-Less,EP-Less,EP-Less,EP-Least
161,05087,24.41,2.67,0.91,0.7,0.0,3.6,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
162,05089,26.18,3.95,0.3,1.96,0.0,1.15,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
163,05091,45.06,5.73,5.7,5.23,0.0,0.96,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
164,05093,53.95,3.66,13.46,0.74,0.0,1.58,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
165,05095,44.71,7.91,15.65,0.57,0.0,1.12,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
166,05097,38.22,4.55,0.0,0.53,0.0,1.06,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
167,05099,24.06,4.43,34.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
168,05101,22.37,1.02,1.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
169,05103,72.90000000000002,6.94,26.85,0.58,0.0,0.83,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
170,05105,33.75,3.74,2.99,5.62,0.0,1.43,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
171,05107,31.31,3.94,16.24,0.48,0.0,3.43,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
172,05109,41.97,3.62,4.27,1.47,0.0,5.66,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
173,05111,65.34,3.98,4.01,0.61,0.0,0.47,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
174,05113,44.39,3.19,1.18,2.43,0.0,2.71,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
175,05115,38.75,6.19,1.29,2.54,0.0,1.49,0.21,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
176,05117,35.91,9.72,2.73,0.12,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
177,05119,34.26,8.37,9.55,7.0,0.18,1.93,0.62,0.24,0.08,0.03,EP,EP-Less,EP-Less,EP-Less,EP-Least
178,05121,47.4,2.08,2.02,3.75,0.0,1.92,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
179,05123,39.56,4.15,12.95,0.28,0.0,1.03,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
180,05125,25.89,4.53,4.12,1.55,0.0,0.61,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
181,05127,46.2,1.4,0.0,2.29,0.0,2.56,0.0,0.0,0.0,3.08,EP,EP-High,EP-High,EP-High,EP-Less
182,05129,33.96,3.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
183,05131,41.88,6.26,0.96,9.5,0.06,2.04,0.5,0.0,0.0,1.47,EP,EP-Less,EP-Less,EP-Less,EP-Less
184,05133,39.26,3.48,6.45,18.91,0.19,2.47,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
185,05135,50.67,4.43,5.33,1.53,0.0,3.58,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
186,05137,34.4,3.51,9.71,0.78,0.0,3.02,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
187,05139,49.62,5.69,22.48,2.87,0.0,1.59,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
188,05141,39.45,4.73,3.65,2.35,0.0,2.81,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
